image_path,clean_class
data\raw\tomato\Tomato___healthy\05598cc1-60b9-4436-a233-973c42eff2d6___GH_HL Leaf 503.1.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\29f6e3c2-0bf9-42fe-9a39-aef42acd5191___RS_Erly.B 9480.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\27dd7c54-809f-445e-97a5-ba0792d4592b___RS_Late.B 6371.JPG,Tomato
data\raw\tomato\Tomato___healthy\59a8b3a3-7e21-4322-befc-0d3da471bd67___GH_HL Leaf 403.1.JPG,Tomato
data\raw\tomato\Tomato___healthy\c25ca040-07f4-4882-b5c9-e8083ba994a2___GH_HL Leaf 417.1.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\6a8491a0-12a0-490e-9947-487a3c0b13fe___RS_Late.B 5349.JPG,Tomato
data\raw\tomato\Tomato___healthy\4127b1a7-3442-4847-96cb-7ea68495039e___GH_HL Leaf 259.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\f20d4b66-977f-4294-92d2-98322f9a4cb0___RS_Late.B 5137.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\7616d956-c144-4105-9972-5f747c5159a6___RS_Late.B 5600.JPG,Tomato
data\raw\tomato\Tomato___healthy\8379a9cc-775f-4e91-b880-09d9afb361ac___RS_HL 0596.JPG,Tomato
data\raw\tomato\Tomato___healthy\29ff6f63-9b09-4833-8d76-00af9c7b6495___GH_HL Leaf 320.2.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\422802e1-cee5-43b7-b735-7f90b5e5d4e2___RS_Erly.B 7349.JPG,Tomato
data\raw\tomato\Tomato___healthy\e5e65db7-de7e-4dc7-a480-9bd7092ccf69___RS_HL 0222.JPG,Tomato
data\raw\tomato\Tomato___healthy\d41e126d-fc0d-4224-96e0-2d5ae074e4ac___RS_HL 9933.JPG,Tomato
data\raw\tomato\Tomato___healthy\982903ac-ec41-4bc3-8faf-c38a45d9b193___RS_HL 9960.JPG,Tomato
data\raw\tomato\Tomato___healthy\83eb200d-ef9d-4b98-b4c1-58b7f0b169e4___RS_HL 0421.JPG,Tomato
data\raw\tomato\Tomato___healthy\c90b9b00-dbfe-4481-b643-861fcd59c536___RS_HL 0598.JPG,Tomato
data\raw\tomato\Tomato___healthy\c5f1eec0-35c2-43ce-8a14-575d86258f73___RS_HL 0337.JPG,Tomato
data\raw\tomato\Tomato___healthy\c7db2891-1bfa-4047-8864-66be6cc9e185___RS_HL 0162.JPG,Tomato
data\raw\tomato\Tomato___healthy\af83b40a-8cac-4467-a44b-1a129b25e4fc___GH_HL Leaf 362.1.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\1f2dc4ae-5264-443a-a103-67fafb37bc70___GHLB_PS Leaf 26.1 Day 16.jpg,Tomato
data\raw\tomato\Tomato___Late_blight\e27901d0-1f93-4342-a8d1-6e19f234b296___GHLB2 Leaf 8916.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\a93e7941-b915-4e05-a3b8-7dd4176e6eaa___GHLB2 Leaf 85.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\4ce52d04-06f4-4b35-af47-804fdabed996___RS_Erly.B 8254.JPG,Tomato
data\raw\tomato\Tomato___healthy\621419a1-09f2-4a22-a569-6d8103895d1c___RS_HL 0023.JPG,Tomato
data\raw\tomato\Tomato___healthy\247e79d6-1874-4ce4-a777-a03a4f94edbf___GH_HL Leaf 211.1.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\6043e8e3-0ab2-4b30-b125-e2a26123b487___RS_Erly.B 8307.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\e82e3fd9-cc3c-4196-9bef-178576b882de___RS_Late.B 6316.JPG,Tomato
data\raw\tomato\Tomato___healthy\4b7deb4f-5bce-4915-ba64-7e75c66624c2___RS_HL 0153.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\75c6ecf4-8a75-4bc6-bfcb-2331f5c56b38___GHLB_PS Leaf 24.1 Day 13.jpg,Tomato
data\raw\tomato\Tomato___healthy\e435f5af-a994-46b5-a5c8-d721dd1788f8___RS_HL 0100.JPG,Tomato
data\raw\tomato\Tomato___healthy\397c68cc-c2f8-4a52-8468-557c8181bc9e___GH_HL Leaf 247.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\60b089ee-97ea-4df8-bb95-cd8c2094b24e___RS_Erly.B 9426.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\d8674a0f-a63f-4d10-852a-4913ba977823___GHLB2 Leaf 8568.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\bbd73cdc-a2e5-4740-9a66-7e59d0416f25___RS_Erly.B 7502.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\240300f1-a601-4363-84e8-670af8a124a1___RS_Erly.B 7762.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\0bed4d68-b82c-4e96-bbfe-e0fc10df01aa___RS_Erly.B 8301.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\d5b8a6e0-d0f6-4271-9d20-2e2d98834b8e___RS_Late.B 4952.JPG,Tomato
data\raw\tomato\Tomato___healthy\fc22b565-e97b-454d-8792-fd945d1badc5___RS_HL 9880.JPG,Tomato
data\raw\tomato\Tomato___healthy\c52fd532-f7ee-43cc-a286-4ac512d4f5ca___GH_HL Leaf 282.JPG,Tomato
data\raw\tomato\Tomato___healthy\ce56d8ec-bfd5-4755-8010-c42658f8d597___RS_HL 0090.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\f33028e4-68df-4312-ba25-94d65f03efcf___RS_Late.B 5530.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\73b30d1f-aa0b-47b0-8a4b-ee856be55431___GHLB2 Leaf 8672.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\3e9af11d-b43d-4bfd-9cdf-1b0d847d3bf6___RS_Erly.B 7739.JPG,Tomato
data\raw\tomato\Tomato___healthy\a37b6334-5748-413a-9c7d-85c3ac8edee8___GH_HL Leaf 260.1.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\bd5a4716-1cf0-46d3-a905-320e4d84d34a___RS_Late.B 6199.JPG,Tomato
data\raw\tomato\Tomato___healthy\50a1376a-3a56-40b5-9f95-614689509505___GH_HL Leaf 413.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\289972f1-4f80-432d-8f44-39c16ea787c3___RS_Erly.B 7542.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\680b86dc-14e0-4668-95c8-776193015146___RS_Erly.B 7854.JPG,Tomato
data\raw\tomato\Tomato___healthy\8811ef44-071b-430a-a0a4-989bf7668582___GH_HL Leaf 193.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\178eb3a0-a4c6-4c2b-8bad-e11d66a76f52___RS_Late.B 4886.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\dfed006d-7f5e-4a06-a73b-dc6cc837b59a___GHLB2 Leaf 8793.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\2dd36c99-7454-499f-8ff5-d25a01568d33___GHLB2 Leaf 99.JPG,Tomato
data\raw\tomato\Tomato___healthy\f4ef07ac-f42d-44b3-8433-368b03b422d2___RS_HL 9743.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\50dd04a3-18a8-4a34-bbba-5e6f851742f5___RS_Late.B 6141.JPG,Tomato
data\raw\tomato\Tomato___healthy\347987eb-9aee-49c7-a8c9-346d18ee7227___GH_HL Leaf 229.1.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\45a51377-1fd4-45f3-bfdb-02d9d0953ab2___RS_Erly.B 9471.JPG,Tomato
data\raw\tomato\Tomato___healthy\1e5e6f9d-6d14-4ea7-9c36-c6a559e567d7___RS_HL 9780.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\669eda4d-aa2e-4d84-9146-c96b047eb70e___RS_Erly.B 6369.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\3537d467-9926-49dc-8d11-74a76b196354___RS_Erly.B 7665.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\98d99dcc-6922-4b11-9b64-7e75440da1a8___RS_Late.B 5095.JPG,Tomato
data\raw\tomato\Tomato___healthy\109f3e0e-e7f4-41b9-b450-f68750e144ae___RS_HL 0014.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\4de5d2c4-bed5-436a-95e2-bcf43a1723fd___GHLB2 Leaf 8727.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\93cfbf22-96aa-4d97-ae92-9117209d23c0___RS_Late.B 6192.JPG,Tomato
data\raw\tomato\Tomato___healthy\06639369-2e38-48cc-a27a-5b90388d227e___RS_HL 0389.JPG,Tomato
data\raw\tomato\Tomato___healthy\8c4cf935-765a-4689-a093-08e8c64fb124___GH_HL Leaf 369.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\5b493f89-c29b-4c99-9ace-e9c3c0dafbf6___RS_Late.B 6062.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\b6611980-ad87-4121-a6d0-b648b946b432___RS_Erly.B 8426.JPG,Tomato
data\raw\tomato\Tomato___healthy\beb8ecc5-3283-430e-b598-343f6754a752___GH_HL Leaf 328.JPG,Tomato
data\raw\tomato\Tomato___healthy\13a4fd9b-13eb-4fcd-af7d-b6c76fbbf456___GH_HL Leaf 272.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\603c6233-8cc0-4bb7-97f3-0e5db1614c63___RS_Erly.B 9398.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\7e5386fc-de1d-4507-acb6-e0d0da3a35da___RS_Late.B 4900.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\989d984b-eaef-4ae1-a850-c2ae65961bdf___GHLB2 Leaf 9026.JPG,Tomato
data\raw\tomato\Tomato___healthy\c5708e70-747e-44d9-ab7f-356157bfe0ec___RS_HL 9813.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\c66ca8bd-a004-4efb-a66c-3be5168aaaca___RS_Erly.B 7826.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\8217ab61-6b5f-4874-8046-d801d40cff3d___RS_Late.B 6089.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\48f00178-13a0-4565-b09d-57944fe67472___RS_Late.B 5081.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\94cc1863-a527-4f26-9b08-2f3bc17ff93f___GHLB Leaf 23.3 Day 13.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\b6bdfe3b-7cb9-48e1-86b2-4ccaf3770af1___RS_Erly.B 9477.JPG,Tomato
data\raw\tomato\Tomato___healthy\3211fc4b-c216-46c3-9db7-b340684066b2___RS_HL 0360.JPG,Tomato
data\raw\tomato\Tomato___healthy\f2acd891-c219-4c76-b2e7-a55c7c92e018___RS_HL 9898.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\8243854c-24f1-49e5-b568-819ae3867a8c___RS_Late.B 7143.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\5fc495d5-db9f-4099-8c2e-8fe2dd8f088e___RS_Late.B 6079.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\3c5e2faa-3bca-4d88-8841-fa06cf7388f1___RS_Erly.B 9599.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\91f4f56a-b0c8-469f-88a7-47908efa5842___RS_Late.B 5437.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\bf014d78-5f3a-4748-a026-dc80d95cbc3f___GHLB2 Leaf 164.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\6e673a0a-ad79-489d-bd0a-d96479fd81b5___RS_Erly.B 7441.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\12c80d02-59c6-4db4-a96e-b28c3fdaf3c2___GHLB_PS Leaf 1.2 Day 9.jpg,Tomato
data\raw\tomato\Tomato___Late_blight\953f355a-fd2c-433e-8292-a8c1908e000e___GHLB2 Leaf 8853.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\19bfccfd-5df8-41be-910e-2c5f3eae3573___GHLB2 Leaf 8597.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\5c6dfda8-1d4e-4ad0-92b1-5c6ffc790ea1___RS_Late.B 6223.JPG,Tomato
data\raw\tomato\Tomato___healthy\49a59716-84d4-44bd-b1c7-4571def5be12___GH_HL Leaf 421.JPG,Tomato
data\raw\tomato\Tomato___healthy\3c8fb1de-5acf-4194-8a8c-5349067cbaf8___RS_HL 0351.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\e85eea01-1188-4b85-8650-c64536c3a937___RS_Late.B 6754.JPG,Tomato
data\raw\tomato\Tomato___healthy\593c58eb-71d4-4626-89d4-de6f59964aa8___RS_HL 0106.JPG,Tomato
data\raw\tomato\Tomato___healthy\2a8f7c7a-fbd4-4669-90eb-61ee118db2a7___RS_HL 0126.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\f9f5cfa8-79df-4ed7-ba61-e7610509b3a5___RS_Late.B 6496.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\394ebb8a-49b8-4122-bd81-f3c862491db9___RS_Erly.B 7513.JPG,Tomato
data\raw\tomato\Tomato___healthy\4b8f6f0d-ed84-49ae-a92e-6cf049a42207___RS_HL 9652.JPG,Tomato
data\raw\tomato\Tomato___healthy\136a69f1-2cf0-4fc6-bf40-8ed63bd3db94___RS_HL 9624.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\c43cc003-56f4-4d9d-b224-6948f499cf95___RS_Erly.B 7675.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\10c1d7a4-bd14-4961-9b96-c7047589eccd___RS_Erly.B 7552.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\5592a349-b19a-4fe8-a131-a89bbae8b655___RS_Erly.B 7474.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\7d8a95e9-ea83-44f4-9f7c-ad4692b1ce1f___RS_Erly.B 7534.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\1e2fe7d3-3d69-4cf6-aef7-e9975940bd40___GHLB2 Leaf 77.JPG,Tomato
data\raw\tomato\Tomato___healthy\6dca3464-9e71-4edf-9ca5-746b5eebe418___GH_HL Leaf 352.JPG,Tomato
