image_path,raw_class,clean_class,file_extension,image_mode,width,height,md5,leaf_id
data\raw\apple\Apple___healthy\041482f6-6dd6-4ac9-9e59-e973c9bcaf6d___RS_HL 8155.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,9f57bf025657590ef0d4661d904bfde7,Apple___healthy:::250
data\raw\apple\Apple___healthy\04467511-de12-439c-853f-ef4d99785541___RS_HL 7367.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,548be13e3bf05741f9c44eb25b37d40b,Soybean___healthy:::493
data\raw\apple\Apple___healthy\044a96a2-d5ac-490b-8c57-2c1859cdf8f3___RS_HL 7991.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,8e6c75f8c9e93dcd20abb9705963511d,Apple___healthy:::229
data\raw\apple\Apple___healthy\0460b7aa-4eb0-4c0b-80e5-055ced6684a3___RS_HL 6287.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,a50a4ff3e0352edd72b7e7e966394fc1,Soybean___healthy:::401
data\raw\apple\Apple___healthy\04d4f065-5cb8-4122-b479-d1362d007276___RS_HL 7719.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,cd4fae9ef67fd79c2459a7f2b37c3b98,Apple___healthy:::193
data\raw\apple\Apple___healthy\04f426ce-8f6f-400a-94f9-c513255d2fa4___RS_HL 7823.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,e623cb530bade4bbc51a8de6e84f7d4c,Apple___healthy:::207
data\raw\apple\Apple___healthy\0576bbc4-37b3-413c-8a35-4138c2da69a7___RS_HL 8038.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,a67ce07ed52c0331e186a19e39c84e8e,Apple___healthy:::235
data\raw\apple\Apple___healthy\0580ddaa-0221-4adc-8b64-8ce1842f5f07___RS_HL 6242.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,0e95f778e2906b73854773d10272a41d,Soybean___healthy:::398
data\raw\apple\Apple___healthy\05e20036-a134-46c0-a06f-3c5d4768d787___RS_HL 5856.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,418ae474c9a13250d183a7b7be9eced1,Soybean___healthy:::367
data\raw\apple\Apple___healthy\063d4c39-48ee-4c1a-903a-fe1d8da621e1___RS_HL 7694.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,f7539d7e08e075afa5d053d76c7b88f0,Apple___healthy:::190
data\raw\apple\Apple___healthy\0646a42e-9fdd-4914-9879-50843fe1ac6d___RS_HL 6111.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,5a0e947e29ff621f2a4c119d5353190c,Soybean___healthy:::387
data\raw\apple\Apple___healthy\0692eda2-32c3-4f9a-b249-bb8112356999___RS_HL 6307.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,a03fc0a42eb2f73061049d4fbfd79db3,Soybean___healthy:::403
data\raw\apple\Apple___healthy\06b0742a-6d5d-40c6-a02e-ecaa7e1279f0___RS_HL 7639.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,213e3d9f9732cf9ed1b041a45f7c8242,Apple___healthy:::182
data\raw\apple\Apple___healthy\06c0c5f7-59cd-498b-8284-51290720a18d___RS_HL 7636.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,d791c5231400bc04cf9288e41bf3166f,Apple___healthy:::181
data\raw\apple\Apple___healthy\06dad629-8898-4e90-bd0d-f1b34350b7a1___RS_HL 7387.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,3207dc75a246227df634452eeeb7325e,Soybean___healthy:::495
data\raw\apple\Apple___healthy\0756094c-e815-4897-8b74-5ec4e4cc59b6___RS_HL 7956.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,86819db8f36b5c8dc5298bbe9e3f289e,Apple___healthy:::224
data\raw\apple\Apple___healthy\076255ae-2574-415a-b9db-feb739266656___RS_HL 7540.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,b7516902d7fab6ced5dbfd2a27a4f65a,Apple___healthy:::169
data\raw\apple\Apple___healthy\0776a839-af75-4f70-81b5-2c8dbecc0c55___RS_HL 7851.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,2404e84552969be011eee9da6055ed51,Apple___healthy:::211
data\raw\apple\Apple___healthy\07778a5c-8037-425f-aa83-d10b1e1d5db4___RS_HL 7269.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,843b613b03da72cbf2cf4d96acd72bf9,Soybean___healthy:::486
data\raw\apple\Apple___healthy\0793dfa6-3728-409b-a5dc-7f3c07528dde___RS_HL 7379.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,8a8e559930059a7efee13529f86cb773,Soybean___healthy:::494
data\raw\apple\Apple___healthy\07942abf-8326-4742-bcba-52ddba093974___RS_HL 5731.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,d59265efc67e1faf70c15de75a4c7a67,Soybean___healthy:::352
data\raw\apple\Apple___healthy\079543ef-5ba8-46ad-95de-7c006c7e7f36___RS_HL 7570.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,30a89cc534fdc8de429fd665d9c4c38b,Apple___healthy:::173
data\raw\apple\Apple___healthy\0802be25-38cf-4c85-bc3b-31988cafadcd___RS_HL 8084.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,048fd8b91b7ff1a529bc9128c1593740,Apple___healthy:::241
data\raw\apple\Apple___healthy\0872ffc6-d9db-4ba7-a2bf-1fb0f537cafb___RS_HL 6129.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,7a0d4fbfb7714b20205692d72b7443b8,Soybean___healthy:::389
data\raw\apple\Apple___healthy\08aaa4e8-ed92-49d3-9ac3-1f6c59740017___RS_HL 7701.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,348e266c9a58fe2ad970f20bba06e5e5,Apple___healthy:::190
data\raw\apple\Apple___healthy\08da0395-feee-4f66-b88b-2fa171d9521d___RS_HL 7779.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,0f914463842dd6ae827ca53675ce1168,Apple___healthy:::201
data\raw\apple\Apple___healthy\08f0fe63-3c64-49a2-b413-c0de91abcafd___RS_HL 8008.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,24983d6b7831c1836322767827aba0f0,Apple___healthy:::232
data\raw\apple\Apple___healthy\09074cd1-a3f0-4d64-97d9-16919451bd58___RS_HL 6258.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,0e457cde0f2636d37ccb7de33fe9358c,Soybean___healthy:::399
data\raw\apple\Apple___healthy\09293103-81bd-45ef-b3ce-d163441d6b18___RS_HL 7337.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,c6c765868573a3f084e9cf24a2d681fd,Soybean___healthy:::491
data\raw\apple\Apple___healthy\09994dfa-4aab-4ada-9ef2-431d050e1e38___RS_HL 5658.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,636c9200b7d3b8df63d1cf02c951f30e,Soybean___healthy:::339
data\raw\apple\Apple___healthy\09ad370f-ca6e-48fc-9b4b-990b0d9f6cd3___RS_HL 8135.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,587684ab361dda05ea5a601cd292a7ee,Apple___healthy:::247
data\raw\apple\Apple___healthy\09b428ff-8046-4c05-9dc3-991b58e4a649___RS_HL 7731.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,5faf396247a4b635330b7c40d9226223,Apple___healthy:::195
data\raw\apple\Apple___healthy\0a02e8cb-b715-497f-a16a-c28b3409f927___RS_HL 7432.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,5e78bedf0342886c925a77e8ec7f9ff7,Soybean___healthy:::498
data\raw\apple\Apple___healthy\0a285c8b-1c31-48d4-89f2-af8b9edc36f6___RS_HL 5759.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,ae67a965d52723bb62845eea0269bc18,Soybean___healthy:::357
data\raw\apple\Apple___healthy\0a553fc0-fc2c-4598-baba-3bc10191447c___RS_HL 5969.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,0187f436fb9ab2cf28c2963d0f50cec2,Soybean___healthy:::376
data\raw\apple\Apple___healthy\0adc1c5b-8958-47c0-a152-f28078c214f1___RS_HL 7825.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,d84490aa80a208c5b91ed22bf430fafd,Apple___healthy:::207
data\raw\apple\Apple___healthy\0afaaf78-6ec5-49ee-a070-f6217039ed2d___RS_HL 7827.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,0c9aba55e3c1b3eb88d5ba143632dcf1,Apple___healthy:::207
data\raw\apple\Apple___healthy\0b00a1a8-b525-4392-bb6c-3ffb7d824bee___RS_HL 7904.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,cb807785ba6597195f39a42f13104f9d,Apple___healthy:::217
data\raw\apple\Apple___healthy\0b6ec66f-fe63-4eef-8068-cf8ed0baf0de___RS_HL 7482.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,63a9bfd3da6bdd4f48f8ffa89d39f693,Soybean___healthy:::503
data\raw\apple\Apple___healthy\0b91573d-d0f3-4e57-b7e5-e1924f537f0e___RS_HL 6216.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,c7977ee191c126a534c2e214164c06ca,Soybean___healthy:::396
data\raw\apple\Apple___healthy\0bb2ddc5-d1f4-4fc2-be6b-6b63c60790df___RS_HL 7550.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,04e2094890c337209314338ea7def126,Soybean___healthy:::510
data\raw\apple\Apple___healthy\0bc2127e-99b9-44ea-bb2b-4e1b0b0f7624___RS_HL 7777.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,68fdbfe1b7ace8e9c1e097c118d906dc,Apple___healthy:::201
data\raw\apple\Apple___healthy\0bff693d-bab0-4438-9dac-e4503e5e83bb___RS_HL 5741.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,8ca235b5312f015812729d7925ae79a4,Soybean___healthy:::354
data\raw\apple\Apple___healthy\0c056dd8-2040-48cf-a9a8-53d8ae5662d0___RS_HL 7987.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,4a71bb9e358d8e14f883377b652adefd,Apple___healthy:::229
data\raw\apple\Apple___healthy\0c30f1f2-9eed-4861-bf66-eceae1b0b625___RS_HL 7430.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,bedff4eb30d6160ba38aa65242ffc159,Soybean___healthy:::498
data\raw\apple\Apple___healthy\0c55b379-c6e7-4b89-959f-abc506fed437___RS_HL 5927.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,64660d6eabc46b4ed410d78d66285ca9,Soybean___healthy:::372
data\raw\apple\Apple___healthy\0c83f4eb-4949-47c8-bf63-312d16e64913___RS_HL 7619.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,3f1f2cde7da680c8294baa0639bd0f63,Apple___healthy:::179
data\raw\apple\Apple___healthy\0ca762d0-3853-4018-896e-8f01e29cb144___RS_HL 7558.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,17f60931fe919be433d6d4b65fd85744,Apple___healthy:::171
data\raw\apple\Apple___healthy\0ce497e6-8184-4ef6-9a9f-c46b66c898c3___RS_HL 6036.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,1465a67ddb5e95511263300016e55c42,Soybean___healthy:::381
data\raw\apple\Apple___healthy\0cfa2ddf-56d9-4f62-89a4-f74e220f1859___RS_HL 6196.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,d444d6a4e10053b244975aa9a8505f0e,Soybean___healthy:::394
data\raw\apple\Apple___healthy\0d01a8a3-9faa-4a1f-afe0-be6bffa42056___RS_HL 6204.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,b1d7fd62a864c6efe817f76e9f88ab5c,Soybean___healthy:::395
data\raw\apple\Apple___healthy\0d072074-0253-4a6b-a4cb-02f520c46942___RS_HL 5805.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,0c85c4518087fbd957656519823e00c4,Soybean___healthy:::366
data\raw\apple\Apple___healthy\0d3fa72f-0441-45e8-b30f-a83904f48f99___RS_HL 6261.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,083d439cb744fa5eb55fc9f1cd2e1c7b,Soybean___healthy:::399
data\raw\apple\Apple___healthy\0d6e0971-a3d3-4773-b694-b2161248fdaf___RS_HL 5836.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,b71dcd2370ad23f09b462fb1883363a8,Soybean___healthy:::368
data\raw\apple\Apple___healthy\0d776b17-9724-44b9-9186-c89fd17bcf16___RS_HL 8073.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,9e45dde0aa1a437ec4ed0f856331d1a1,Apple___healthy:::240
data\raw\apple\Apple___healthy\0da48999-25da-4373-8277-3718a8203d0a___RS_HL 8012.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,d2752efba98b1d1669fb6499bdbcbdfe,Apple___healthy:::232
data\raw\apple\Apple___healthy\0da8c59a-e54c-4408-ae3c-06d54608b20a___RS_HL 6236.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,e512166e3207916fd814e2459da09586,Soybean___healthy:::397
data\raw\apple\Apple___healthy\0e277198-95a0-4700-a7b0-f1881af2b1c0___RS_HL 7285.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,c32b687a7c256b017ec74f7e16801f51,Soybean___healthy:::487
data\raw\apple\Apple___healthy\0e3c0777-c214-4749-b8ae-4985274d2f9e___RS_HL 7984.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,8d6bca52432cd2fbb932b84bb9f2269c,Apple___healthy:::228
data\raw\apple\Apple___healthy\0e857e3d-34ff-4549-b8ef-4d699aacb178___RS_HL 7511.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,1b06d3eaba396dec9c7e5b11ca91c8fc,Soybean___healthy:::505
data\raw\apple\Apple___healthy\0e8c4b90-36d4-4b8c-a134-88c344e97ac2___RS_HL 5721.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,dfb0b57fed5dfc0a810e3cb786d71f39,Soybean___healthy:::349
data\raw\apple\Apple___healthy\0e99efe9-d414-4091-b7b4-6ba6856db3d9___RS_HL 5841.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,2aee92b0c7eaa8b2b3b8c19854c47f73,Soybean___healthy:::368
data\raw\apple\Apple___healthy\0e9d1f0c-19b3-4765-87cc-470413d16275___RS_HL 7637.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,907db8524edc8a9b68f10c577aacdbab,Apple___healthy:::182
data\raw\apple\Apple___healthy\0eacfbb6-3d68-4a89-b8f8-6b2d328102af___RS_HL 7961.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,724b4f6100cef5c001caa5eb2ce1156c,Apple___healthy:::225
data\raw\apple\Apple___healthy\0ebf06b5-7471-42d7-b8d6-5a53127f90f3___RS_HL 8163.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,90d10abd6f443c4be0a23d0aa3afcd5d,Apple___healthy:::252
data\raw\apple\Apple___healthy\0ec3bd54-80a1-4dcd-9411-bcfafd147272___RS_HL 7534.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,f936fdc1c7ae07ab582feba46cc66f4a,Soybean___healthy:::508
data\raw\apple\Apple___healthy\0eceac69-c7bf-4e9e-a249-7ae23dcf065f___RS_HL 5888.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,8bf0438b7311fd31df53ab82c12c5dec,Soybean___healthy:::369
data\raw\apple\Apple___healthy\0eeeccc7-f3fb-4b7a-90ec-750fbf10f7e6___RS_HL 6249.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,420dff7c7d9d79fea6d271bd8c5dc9b3,Apple___healthy:::101
data\raw\apple\Apple___healthy\0f33804a-5389-49cc-abb1-c414b243991b___RS_HL 7321.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,ae97850b3180ddb04bffac5d9a262081,Soybean___healthy:::490
data\raw\apple\Apple___healthy\0f56566e-6151-4ede-b10b-2b1f04f23659___RS_HL 7359.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,3aabc257983c9d34789d62b92154540e,Soybean___healthy:::493
data\raw\apple\Apple___healthy\0f5cb632-9b97-48ce-88d6-45bf321175ce___RS_HL 6088.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,6e9aaacd706deba784140a673f9b60a8,Soybean___healthy:::386
data\raw\apple\Apple___healthy\0f6184c4-18d9-42c5-93d7-e9c4abe85560___RS_HL 7286.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,0a8add29beedf2b1f4f9f3dc229b46e6,Soybean___healthy:::487
data\raw\apple\Apple___healthy\0f78db5b-0775-4132-b7d6-6a5eb5f4682a___RS_HL 6006.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,24134d4725974e481c722b0e2384b25e,Soybean___healthy:::378
data\raw\apple\Apple___healthy\0fef497f-8fc7-45ee-ad1c-f4e9237fdaf4___RS_HL 7283.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,a780b045c1eb781a82aba1f67823b35a,Soybean___healthy:::486
data\raw\apple\Apple___healthy\1017bf7f-5a1e-459e-af55-c9a0f83f1b23___RS_HL 5868.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,03b14f9e0250df1fd384cb6129e1e72f,Soybean___healthy:::368
data\raw\apple\Apple___healthy\101c9dba-0628-40fd-a4af-cb7f4848d414___RS_HL 7358.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,220b0393ede8e58e53307856fa6c616e,Soybean___healthy:::492
data\raw\apple\Apple___healthy\10b8f12c-d16a-4fa0-b70a-5f066f6a1c5c___RS_HL 7312.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,78d470c845560fabc4bc93fbc38e71d5,Soybean___healthy:::489
data\raw\apple\Apple___healthy\10f68987-caf7-4e29-aa26-b48e074212f4___RS_HL 6130.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,4b32b07ae944d47e001eec3b131b5735,Soybean___healthy:::389
data\raw\apple\Apple___healthy\10f75d05-fa3e-4b14-b3d8-093292c218e6___RS_HL 7873.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,79e420450809d5c78fa78c901d8d0f12,Apple___healthy:::214
data\raw\apple\Apple___healthy\1116c1cc-48d8-4bb5-8349-099690ba0b0b___RS_HL 5980.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,95e94bbb7d97daf9f526a8b0f8569b65,Soybean___healthy:::376
data\raw\apple\Apple___healthy\1141dcab-cf2a-40e4-8b19-a33aa318f875___RS_HL 5689.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,98cbde83b657cae82037b161574c48ea,Soybean___healthy:::344
data\raw\apple\Apple___healthy\115ce7f7-f1b1-4f24-a96f-07107c9e703c___RS_HL 5791.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,7f905b60bdefd51842425e6e83f886cc,Soybean___healthy:::363
data\raw\apple\Apple___healthy\11636fd2-75f3-40e5-99c4-777589bfc392___RS_HL 8203.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,c2627866377174fa4996f1181562d36c,Apple___healthy:::257
data\raw\apple\Apple___healthy\11749aa9-4b07-4cd8-8605-356de6d4cc68___RS_HL 7684.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,b4b91a0a626b8a97aa162cb97776634c,Apple___healthy:::188
data\raw\apple\Apple___healthy\118160af-d2a3-48ef-8134-cf72f0588cfe___RS_HL 7456.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,d1ee5122297131ef10b57ffa7ca823d5,Soybean___healthy:::501
data\raw\apple\Apple___healthy\11bc4ba3-5d5e-4b1e-a5e3-27122256864a___RS_HL 7371.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,db00d703826ec6016f5457cd74d78686,Soybean___healthy:::494
data\raw\apple\Apple___healthy\11beda66-01e9-4bfd-be37-c0f8646d1478___RS_HL 6271.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,926f8ebcfc60d44649018c5154c8fcec,Soybean___healthy:::400
data\raw\apple\Apple___healthy\11c35e07-255e-42cf-b8e9-4533c35ce2c6___RS_HL 7500.JPG,Apple___healthy,Healthy,.jpg,RGB,256,256,9079c4875f7b8f15d3b430e1023c6851,Soybean___healthy:::504
