image_path,clean_class
data\raw\apple\Apple___Black_rot\a8f06c83-bcab-4431-8c91-b00331c4b067___JR_FrgE.S 8613.JPG,Black Rot
data\raw\apple\Apple___healthy\1c2b51f1-5439-449a-9ca0-52dd158018fc___RS_HL 7998.JPG,Healthy
data\raw\apple\Apple___healthy\4019c49e-a237-4e3f-b4a9-823905304e05___RS_HL 7997.JPG,Healthy
data\raw\apple\Apple___healthy\5b8c01e5-748f-4b5b-b64b-26bb129a5db6___RS_HL 7996.JPG,Healthy
data\raw\apple\Apple___healthy\65c5f31a-626b-4e2c-afd1-d740ce4ab7d8___RS_HL 7995.JPG,Healthy
data\raw\apple\Apple___healthy\68b064ad-fce1-4ab8-9c2c-82f49c4a5ee2___RS_HL 7993.JPG,Healthy
data\raw\apple\Apple___healthy\a850464f-70db-4726-8e80-bfe6ca501942___RS_HL 7999.JPG,Healthy
data\raw\apple\Apple___healthy\d4ddb36a-e4cf-41be-b3f6-16c584e62b9a___RS_HL 7994.JPG,Healthy
data\raw\apple\Apple___healthy\dbe7017a-b866-4c93-8ee5-8b2526929328___RS_HL 7992.JPG,Healthy
data\raw\apple\Apple___healthy\2b48ce1f-c273-4c10-a7b9-2528944097b4___RS_HL 7787.JPG,Healthy
data\raw\apple\Apple___healthy\3af9dc00-a64b-4b45-a034-1d190e5277ea___RS_HL 7788.JPG,Healthy
data\raw\apple\Apple___healthy\8ef4c6f0-d4fd-4d4c-bc4d-525b6b74b19a___RS_HL 7786.JPG,Healthy
data\raw\apple\Apple___healthy\936c7bd1-5902-499b-b03b-bcf1f9434a06___RS_HL 7785.JPG,Healthy
data\raw\apple\Apple___healthy\ec41f18f-cd53-43db-ac79-954871449e40___RS_HL 7789.JPG,Healthy
data\raw\apple\Apple___healthy\ec5b9329-e53e-4578-ba60-03950b3e4883___RS_HL 7784.JPG,Healthy
data\raw\apple\Apple___healthy\eff8a4a7-8aa4-4549-ae15-035f85c15486___RS_HL 7783.JPG,Healthy
data\raw\apple\Apple___healthy\f3113ef9-20d8-4c82-9bff-66fe60e41065___RS_HL 7790.JPG,Healthy
data\raw\apple\Apple___Black_rot\0cefbd12-c195-40cd-b2d1-be0f9ee550b4___JR_FrgE.S 8762.JPG,Black Rot
data\raw\apple\Apple___Black_rot\32652b13-825d-4f14-9429-d7d5042061cf___JR_FrgE.S 8758.JPG,Black Rot
data\raw\apple\Apple___Black_rot\36836204-c6de-472e-90e4-6787ff74965e___JR_FrgE.S 8757.JPG,Black Rot
data\raw\apple\Apple___Black_rot\a0d95497-da4c-40dd-bc2a-d29d1629bd4f___JR_FrgE.S 8759.JPG,Black Rot
data\raw\apple\Apple___Black_rot\a31cafc7-a39b-4689-83bd-4becd49ab74b___JR_FrgE.S 8760.JPG,Black Rot
data\raw\apple\Apple___Black_rot\e1e8a707-d2b0-4cb6-ae56-c26a5e9ff016___JR_FrgE.S 8761.JPG,Black Rot
data\raw\apple\Apple___healthy\189c5270-4ba6-4c14-bfb2-3a7dd4d3e7aa___RS_HL 5984.JPG,Healthy
data\raw\apple\Apple___healthy\445d268a-415e-41d4-80de-0116fdaca73d___RS_HL 5982.JPG,Healthy
data\raw\apple\Apple___healthy\5e552830-5ccd-4f85-9f77-ed63db285890___RS_HL 5994.JPG,Healthy
data\raw\apple\Apple___healthy\6437e60f-2ce4-447d-be7f-b2fb181eef42___RS_HL 5992.JPG,Healthy
data\raw\apple\Apple___healthy\7a193736-ff69-4887-8cd6-44e4639de68f___RS_HL 5996.JPG,Healthy
data\raw\apple\Apple___healthy\80392195-3a5e-4331-b824-5cd0e2dcc69d___RS_HL 5987.JPG,Healthy
data\raw\apple\Apple___healthy\85ebf3f6-11f4-45df-ac16-bd04b355cb31___RS_HL 5991.JPG,Healthy
data\raw\apple\Apple___healthy\94aeb96c-b0f5-4554-9627-98d131c7b321___RS_HL 5988.JPG,Healthy
data\raw\apple\Apple___healthy\953743b5-d396-4f6f-926c-4e216df44f0b___RS_HL 5993.JPG,Healthy
data\raw\apple\Apple___healthy\c338ab5c-055e-4159-949f-9797c7314963___RS_HL 5989.JPG,Healthy
data\raw\apple\Apple___healthy\cbc30a63-6c05-405d-b735-0a8eee10192d___RS_HL 5983.JPG,Healthy
data\raw\apple\Apple___healthy\d06d7e4c-e0d4-4f03-8f9d-004405a19f2b___RS_HL 5986.JPG,Healthy
data\raw\apple\Apple___healthy\d5578393-868f-49fa-8fff-4f0484b4507e___RS_HL 5995.JPG,Healthy
data\raw\apple\Apple___healthy\da4815d7-03f0-44f0-bc35-8d28c578cbc2___RS_HL 5990.JPG,Healthy
data\raw\apple\Apple___healthy\de864ffe-aea2-4c80-bd60-adfc8787be7f___RS_HL 5985.JPG,Healthy
data\raw\apple\Apple___healthy\238ba7d8-807f-4af5-8524-5259b80cff9e___RS_HL 8119.JPG,Healthy
data\raw\apple\Apple___healthy\9a7d0452-4015-4cef-ab3c-f8f9633b6e9b___RS_HL 8117.JPG,Healthy
data\raw\apple\Apple___healthy\a359d235-43af-469c-a14b-3a6677c0bb2e___RS_HL 8118.JPG,Healthy
data\raw\apple\Apple___healthy\c5415525-b654-4f0d-8aaf-c529db6c630f___RS_HL 8115.JPG,Healthy
data\raw\apple\Apple___healthy\cc2bdee9-6965-4a72-9e00-b5cf39074c88___RS_HL 8114.JPG,Healthy
data\raw\apple\Apple___healthy\d39e5813-55e2-40e1-a305-5d549efa46f4___RS_HL 8112.JPG,Healthy
data\raw\apple\Apple___healthy\e263a6c7-e289-4d26-ad07-1a11c6854208___RS_HL 8113.JPG,Healthy
data\raw\apple\Apple___healthy\fe89ea86-5245-49a9-9f61-fae47ecc51e9___RS_HL 8116.JPG,Healthy
data\raw\apple\Apple___healthy\0a285c8b-1c31-48d4-89f2-af8b9edc36f6___RS_HL 5759.JPG,Healthy
data\raw\apple\Apple___healthy\12253089-92a5-4a3d-b742-f554cc2a0fe0___RS_HL 5756.JPG,Healthy
data\raw\apple\Apple___healthy\177523d1-d9b9-4ba5-94b9-22d5832aa664___RS_HL 5762.JPG,Healthy
data\raw\apple\Apple___healthy\1d7c71d2-fac0-4ee6-8def-765282cb744c___RS_HL 5758.JPG,Healthy
data\raw\apple\Apple___healthy\2da4c099-fc85-4895-bedc-8a0241ed23b5___RS_HL 5754.JPG,Healthy
data\raw\apple\Apple___healthy\3adc3359-b27d-4eea-bffc-7422a9a15536___RS_HL 5755.JPG,Healthy
data\raw\apple\Apple___healthy\66b2ddc7-46d8-487c-a93b-43d4332b7a31___RS_HL 5764.JPG,Healthy
data\raw\apple\Apple___healthy\72910301-856e-491d-b929-efdc81bb3eb5___RS_HL 5765.JPG,Healthy
data\raw\apple\Apple___healthy\7569e8c8-96c8-4d87-8bcd-139566dd4d87___RS_HL 5763.JPG,Healthy
data\raw\apple\Apple___healthy\826bd506-04f2-424d-89da-7fe6ad6926b2___RS_HL 5757.JPG,Healthy
data\raw\apple\Apple___healthy\8558ed98-6e99-4d7e-98e1-9437bd4d2382___RS_HL 5766.JPG,Healthy
data\raw\apple\Apple___healthy\9fd4b6dc-c72b-4a90-b9c6-e5518f237d90___RS_HL 5760.JPG,Healthy
data\raw\apple\Apple___healthy\a1630d3e-2f30-455e-b259-d92b7b332588___RS_HL 5768.JPG,Healthy
data\raw\apple\Apple___healthy\ab56c266-3b13-43f0-9856-587367a3b45a___RS_HL 5770.JPG,Healthy
data\raw\apple\Apple___healthy\b8ed9a0b-1f7d-476e-907e-7c3c6936d325___RS_HL 5769.JPG,Healthy
data\raw\apple\Apple___healthy\ddbedf65-df68-476a-b6d5-c2b72d5e9b0b___RS_HL 5753.JPG,Healthy
data\raw\apple\Apple___healthy\fc90f3d6-25bc-445e-b418-a5df46878d67___RS_HL 5767.JPG,Healthy
data\raw\apple\Apple___healthy\fea00538-32c3-4876-8833-40652becc30c___RS_HL 5761.JPG,Healthy
data\raw\apple\Apple___Apple_scab\133c27cd-57f6-4790-b446-972327e13194___FREC_Scab 3362.JPG,Apple Scab
data\raw\apple\Apple___Apple_scab\18e95262-fb0a-472c-93ab-e03138a360dc___FREC_Scab 3366.JPG,Apple Scab
data\raw\apple\Apple___Apple_scab\7dbdcba3-395b-413e-bc22-cd0d0e11a1c9___FREC_Scab 3363.JPG,Apple Scab
data\raw\apple\Apple___Apple_scab\9dac36c9-3c32-44be-8752-0f03666cbb76___FREC_Scab 3365.JPG,Apple Scab
data\raw\apple\Apple___Apple_scab\be076652-b1bd-430c-a752-db525c1dfcfd___FREC_Scab 3367.JPG,Apple Scab
data\raw\apple\Apple___Apple_scab\ef40de8f-19ee-4a7f-b9de-f37ebcbac26c___FREC_Scab 3364.JPG,Apple Scab
data\raw\apple\Apple___Apple_scab\f7c4bd45-5098-4b2c-bbfb-2e47c8f2d711___FREC_Scab 3361.JPG,Apple Scab
data\raw\apple\Apple___healthy\1c807ca4-b6f5-4123-8d3b-cd44238df38d___RS_HL 6140.JPG,Healthy
data\raw\apple\Apple___healthy\30fb7843-8e70-407e-b361-aa54a7473c32___RS_HL 6143.JPG,Healthy
data\raw\apple\Apple___healthy\3b59f785-afa8-4204-b6fd-467404734888___RS_HL 6144.JPG,Healthy
data\raw\apple\Apple___healthy\4cc430bb-9f3d-4dfc-86c0-0dfdfd71ebb3___RS_HL 6147.JPG,Healthy
data\raw\apple\Apple___healthy\98cfff90-4edc-4b41-b834-09d18d1c08ca___RS_HL 6142.JPG,Healthy
data\raw\apple\Apple___healthy\9cfb97eb-0e0a-4e55-b25d-d6121ceded58___RS_HL 6146.JPG,Healthy
data\raw\apple\Apple___healthy\df61d058-fa1e-4636-97e8-3e1d567fddd9___RS_HL 6139.JPG,Healthy
data\raw\apple\Apple___healthy\f2314f38-fd6f-4bee-b26e-ad095508beab___RS_HL 6145.JPG,Healthy
data\raw\apple\Apple___healthy\feaf718b-59f2-4aa4-b36a-2b2786ee8b46___RS_HL 6141.JPG,Healthy
data\raw\apple\Apple___Apple_scab\1962d1ec-fb66-4583-b631-81cd23ecf063___FREC_Scab 3238.JPG,Apple Scab
data\raw\apple\Apple___Apple_scab\222a9802-f14c-433e-9d18-d0668ed3c279___FREC_Scab 3239.JPG,Apple Scab
data\raw\apple\Apple___Apple_scab\29ab8216-ec38-4efd-9c77-21068fa899a4___FREC_Scab 3241.JPG,Apple Scab
data\raw\apple\Apple___Apple_scab\2a97b29d-8a63-47ab-bd5b-c14832a586c8___FREC_Scab 3242.JPG,Apple Scab
data\raw\apple\Apple___Apple_scab\bceb695a-e877-4b2b-bf05-241661d511d4___FREC_Scab 3240.JPG,Apple Scab
data\raw\apple\Apple___Apple_scab\daf6db9e-a600-449c-8b66-482ab50ea431___FREC_Scab 3237.JPG,Apple Scab
data\raw\apple\Apple___healthy\9d72b93c-59d4-41ec-b346-954a1e8e57bb___RS_HL 6284.JPG,Healthy
data\raw\apple\Apple___Black_rot\05fd8037-fd27-4d26-9e5d-9a47856ab134___JR_FrgE.S 8770.JPG,Black Rot
data\raw\apple\Apple___Black_rot\0612c9fa-e647-4083-85e7-b1638452c24b___JR_FrgE.S 8771.JPG,Black Rot
data\raw\apple\Apple___Black_rot\14896f6f-ae86-4879-958b-7422b957e104___JR_FrgE.S 8768.JPG,Black Rot
data\raw\apple\Apple___Black_rot\5c65f741-4418-4e2d-b93e-b899d6244b11___JR_FrgE.S 8769.JPG,Black Rot
data\raw\apple\Apple___Black_rot\7389e6f0-9d77-41fd-b58c-e7d80c659ab6___JR_FrgE.S 8773.JPG,Black Rot
data\raw\apple\Apple___Black_rot\d6a4afb8-a539-4851-b29f-2469a48d8591___JR_FrgE.S 8772.JPG,Black Rot
data\raw\apple\Apple___healthy\1a219a0d-defa-4ed1-8878-e3f6aeac847b___RS_HL 6046.JPG,Healthy
data\raw\apple\Apple___healthy\20d16569-6237-4038-b6a9-2b2e5375beea___RS_HL 6042.JPG,Healthy
data\raw\apple\Apple___healthy\4839a9b1-c89f-475c-849f-c40c44e9cfff___RS_HL 6040.JPG,Healthy
data\raw\apple\Apple___healthy\491f5957-ed75-4198-b988-4f0c834cd4ec___RS_HL 6043.JPG,Healthy
data\raw\apple\Apple___healthy\5e39c42c-b499-495f-8612-eb3a1079d594___RS_HL 6047.JPG,Healthy
data\raw\apple\Apple___healthy\6d276438-7f26-4b65-b425-a18ce241ab04___RS_HL 6050.JPG,Healthy
data\raw\apple\Apple___healthy\95884f1c-6886-41a1-9ce3-cffa1dcaf8e5___RS_HL 6051.JPG,Healthy
data\raw\apple\Apple___healthy\a3bae732-a9e8-494a-93dd-7fd04dc558b7___RS_HL 6045.JPG,Healthy
data\raw\apple\Apple___healthy\a7fde017-ef6b-44c7-9b1e-825ed048fcce___RS_HL 6049.JPG,Healthy
data\raw\apple\Apple___healthy\cc97a80b-968e-46ba-a7ad-afd3d0ffb21f___RS_HL 6048.JPG,Healthy
data\raw\apple\Apple___healthy\da91e28c-3e10-406c-be5c-d10afd8e183d___RS_HL 6041.JPG,Healthy
data\raw\apple\Apple___healthy\f549a038-8cff-43b5-814c-70ecbfc2476a___RS_HL 6044.JPG,Healthy
data\raw\apple\Apple___Black_rot\2b15f14f-6fa9-41fe-8b84-388a4d5bbc33___JR_FrgE.S 8578.JPG,Black Rot
data\raw\apple\Apple___Black_rot\4f0b4e6f-49e8-4e53-8046-14723038601c___JR_FrgE.S 8575.JPG,Black Rot
data\raw\apple\Apple___Black_rot\56bb2954-b463-4557-a438-594e09783513___JR_FrgE.S 8577.JPG,Black Rot
data\raw\apple\Apple___Black_rot\5b5a11ac-da33-4eb4-b0a3-2ef746f744f4___JR_FrgE.S 8576.JPG,Black Rot
data\raw\apple\Apple___Black_rot\788885e1-18b4-44a0-af85-226e66265220___JR_FrgE.S 8574.JPG,Black Rot
data\raw\apple\Apple___healthy\02720439-ecbd-4c7a-9382-4c8156b6f15b___RS_HL 5918.JPG,Healthy
data\raw\apple\Apple___healthy\0c55b379-c6e7-4b89-959f-abc506fed437___RS_HL 5927.JPG,Healthy
data\raw\apple\Apple___healthy\4c4358f8-03ad-4d68-be74-d769ab728ef1___RS_HL 5921.JPG,Healthy
data\raw\apple\Apple___healthy\622b6e6e-1388-4933-9f74-3ae54937a3d7___RS_HL 5920.JPG,Healthy
data\raw\apple\Apple___healthy\69344270-ab7c-44c1-a395-03dfb984108a___RS_HL 5925.JPG,Healthy
data\raw\apple\Apple___healthy\74fa2964-1307-4b24-8361-0145f7f7f371___RS_HL 5919.JPG,Healthy
data\raw\apple\Apple___healthy\8cbf5a96-37a0-47d4-a626-26f0bcd9f024___RS_HL 5922.JPG,Healthy
data\raw\apple\Apple___healthy\a469c307-a754-4c0f-9012-b09ba22c4d00___RS_HL 5917.JPG,Healthy
data\raw\apple\Apple___healthy\abc9f5f6-ea98-46c0-8df7-2986969318bf___RS_HL 5928.JPG,Healthy
data\raw\apple\Apple___healthy\d3f4f38e-212e-451f-9a8f-26a6ea5e3877___RS_HL 5924.JPG,Healthy
data\raw\apple\Apple___healthy\f0327e86-a56c-4ed1-bcdb-ed0a46ccd5a9___RS_HL 5926.JPG,Healthy
data\raw\apple\Apple___healthy\f7b08c73-ec97-42c3-a013-5c4aec725f6f___RS_HL 5923.JPG,Healthy
data\raw\apple\Apple___Black_rot\29f7c332-777e-427b-898a-3b82465a17aa___JR_FrgE.S 2941.JPG,Black Rot
data\raw\apple\Apple___Black_rot\30ff1b97-0850-4224-a176-bfa284d92a24___JR_FrgE.S 2940.JPG,Black Rot
data\raw\apple\Apple___Black_rot\51f4101a-e126-4e3f-a06d-67befea24921___JR_FrgE.S 2939.JPG,Black Rot
data\raw\apple\Apple___Black_rot\6e21042a-928f-4e40-81bf-3a103ff52765___JR_FrgE.S 2938.JPG,Black Rot
data\raw\apple\Apple___Black_rot\8ef1ae5f-e7e1-481d-a2ee-946d9ea29c01___JR_FrgE.S 2932.JPG,Black Rot
data\raw\apple\Apple___Black_rot\a2d0df69-e2ee-4b7b-8b48-051027a83258___JR_FrgE.S 2936.JPG,Black Rot
data\raw\apple\Apple___Black_rot\bf3eaad3-aa22-4425-88f0-339be0f39059___JR_FrgE.S 2933.JPG,Black Rot
data\raw\apple\Apple___Black_rot\d8735c39-eb57-460b-bff1-7946a6d3a543___JR_FrgE.S 2935.JPG,Black Rot
data\raw\apple\Apple___Black_rot\e3eead59-f821-41dd-9794-ba3ad35c71c7___JR_FrgE.S 2937.JPG,Black Rot
data\raw\apple\Apple___Black_rot\fbbd1259-ea22-4f56-8298-8429d228a07c___JR_FrgE.S 2934.JPG,Black Rot
data\raw\apple\Apple___healthy\03152113-855b-4eab-8a4f-7d78d92240d0___RS_HL 5838.JPG,Healthy
data\raw\apple\Apple___healthy\0d6e0971-a3d3-4773-b694-b2161248fdaf___RS_HL 5836.JPG,Healthy
data\raw\apple\Apple___healthy\0e99efe9-d414-4091-b7b4-6ba6856db3d9___RS_HL 5841.JPG,Healthy
data\raw\apple\Apple___healthy\1017bf7f-5a1e-459e-af55-c9a0f83f1b23___RS_HL 5868.JPG,Healthy
data\raw\apple\Apple___healthy\264deb35-dd16-459c-bbd5-4991f6b21be3___RS_HL 5842.JPG,Healthy
data\raw\apple\Apple___healthy\28c298e3-0846-4372-a9ab-562f2ce7cf9d___RS_HL 5846.JPG,Healthy
data\raw\apple\Apple___healthy\3100088b-5df1-43b2-a1d9-8ff1d414b67b___RS_HL 5834.JPG,Healthy
data\raw\apple\Apple___healthy\4ab36472-9140-4bab-a351-008dd4845fde___RS_HL 5870.JPG,Healthy
data\raw\apple\Apple___healthy\53ad510e-0bf0-4366-928b-8d80f1a51b50___RS_HL 5873.JPG,Healthy
data\raw\apple\Apple___healthy\60a20878-4945-491b-adff-ca8829824261___RS_HL 5847.JPG,Healthy
data\raw\apple\Apple___healthy\6b1696f3-a455-4ac4-b5e4-2839681937fe___RS_HL 5867.JPG,Healthy
data\raw\apple\Apple___healthy\70e5bc17-eaff-43e3-b198-2658561b63b1___RS_HL 5866.JPG,Healthy
data\raw\apple\Apple___healthy\720d9250-e209-42bd-8be8-c3ee3e2a057f___RS_HL 5869.JPG,Healthy
data\raw\apple\Apple___healthy\77b8d24a-27e6-410e-97ef-faacc60c5a10___RS_HL 5831.JPG,Healthy
data\raw\apple\Apple___healthy\7bf0ddc7-fa85-442b-859b-486b087a4641___RS_HL 5837.JPG,Healthy
data\raw\apple\Apple___healthy\7dd45aba-e6cc-4ef9-a52c-5223c2e6b0ea___RS_HL 5877.JPG,Healthy
data\raw\apple\Apple___healthy\9b958d1b-ef54-4290-9636-4aa08eb55dda___RS_HL 5843.JPG,Healthy
data\raw\apple\Apple___healthy\af2972a9-c62d-44bf-a5df-45c0bdf70572___RS_HL 5835.JPG,Healthy
data\raw\apple\Apple___healthy\b681e485-e0a6-489f-b9c9-c67d67e70801___RS_HL 5874.JPG,Healthy
data\raw\apple\Apple___healthy\c3740e2e-9676-4468-a33b-3e11de158532___RS_HL 5872.JPG,Healthy
data\raw\apple\Apple___healthy\c4fcb18d-d501-43da-a069-85bb58831714___RS_HL 5840.JPG,Healthy
data\raw\apple\Apple___healthy\d454a4da-a867-45f8-962e-465946df58c9___RS_HL 5876.JPG,Healthy
data\raw\apple\Apple___healthy\d6daf7ae-43ab-4a27-a881-8b716d6c55a1___RS_HL 5845.JPG,Healthy
data\raw\apple\Apple___healthy\e9d92a83-92dd-442f-8138-627ead72fcaf___RS_HL 5839.JPG,Healthy
data\raw\apple\Apple___healthy\ef16aa29-f7bd-4bad-be8e-4877760a3712___RS_HL 5871.JPG,Healthy
data\raw\apple\Apple___healthy\f9368405-e343-4423-8288-9b7112352b16___RS_HL 5833.JPG,Healthy
data\raw\apple\Apple___healthy\fcc4c8a4-2177-4a08-a785-063497dfd121___RS_HL 5844.JPG,Healthy
data\raw\apple\Apple___healthy\ff716adb-c699-4135-a62f-dfd35184a6bf___RS_HL 5875.JPG,Healthy
data\raw\apple\Apple___healthy\198ed991-931b-444a-986d-a3facdb8255b___RS_HL 8105.JPG,Healthy
data\raw\apple\Apple___healthy\238b94a0-eed1-4c28-8396-2de2e7247f72___RS_HL 8107.JPG,Healthy
data\raw\apple\Apple___healthy\2735c32b-b407-4714-b190-2b35d8e9a61f___RS_HL 8104.JPG,Healthy
data\raw\apple\Apple___healthy\37fcfaf7-88f4-4735-99a2-8df576e0f248___RS_HL 8108.JPG,Healthy
data\raw\apple\Apple___healthy\3abb0d3f-f131-4025-af6d-68bd6f4d253e___RS_HL 8110.JPG,Healthy
data\raw\apple\Apple___healthy\4b22a1e7-745b-4c78-a49e-14ca8cfba26a___RS_HL 8111.JPG,Healthy
data\raw\apple\Apple___healthy\6f354ce6-6c55-4cf0-a63e-11f901af67d6___RS_HL 8103.JPG,Healthy
data\raw\apple\Apple___healthy\83d1ec74-db00-407e-ac1e-3cbb77d381e7___RS_HL 8102.JPG,Healthy
data\raw\apple\Apple___healthy\919e61a6-e6fa-4d4c-bad1-62eea9b19c79___RS_HL 8106.JPG,Healthy
data\raw\apple\Apple___healthy\d6035c7f-f163-4c6b-ba51-d61d10ca1fed___RS_HL 8109.JPG,Healthy
data\raw\apple\Apple___healthy\fb723b31-aac6-4412-aa97-efcab9cc99a4___RS_HL 8101.JPG,Healthy
data\raw\apple\Apple___healthy\1141dcab-cf2a-40e4-8b19-a33aa318f875___RS_HL 5689.JPG,Healthy
data\raw\apple\Apple___healthy\1c34397e-9b33-436e-83fc-bd42014fdfa6___RS_HL 5687.JPG,Healthy
data\raw\apple\Apple___healthy\2d1542c5-6771-4433-a912-313e77945d85___RS_HL 5683.JPG,Healthy
data\raw\apple\Apple___healthy\6806c56d-b5d6-45fc-8e96-0d8def5932b9___RS_HL 5692.JPG,Healthy
data\raw\apple\Apple___healthy\7a13d83d-7511-41c5-9fd5-9fd18d3cf3b1___RS_HL 5685.JPG,Healthy
data\raw\apple\Apple___healthy\87a26817-6916-47fc-8cdb-adc5c57ad21b___RS_HL 5684.JPG,Healthy
data\raw\apple\Apple___healthy\b3a6e935-5855-48b2-905a-e3d6e1806e94___RS_HL 5688.JPG,Healthy
data\raw\apple\Apple___healthy\bdf80993-e555-4609-8a83-7f1676bce18b___RS_HL 5682.JPG,Healthy
data\raw\apple\Apple___healthy\ca1cb6e7-c72f-4c06-b7c8-b370b48a74c6___RS_HL 5691.JPG,Healthy
data\raw\apple\Apple___healthy\d99bef24-fac5-4739-8e4e-02465dba4fa8___RS_HL 5686.JPG,Healthy
data\raw\apple\Apple___healthy\ea6534d4-60f0-4607-b02b-fbd25fe9a9b4___RS_HL 5681.JPG,Healthy
data\raw\apple\Apple___healthy\ee80e1f5-3e45-49a2-9766-ee6ec0981f91___RS_HL 5690.JPG,Healthy
data\raw\apple\Apple___Black_rot\07f6b5a7-47cd-4012-8fcd-969d1d7245b9___JR_FrgE.S 2961.JPG,Black Rot
data\raw\apple\Apple___Black_rot\1e2149c8-f9ed-49b2-a8c2-2e8b2046d0f7___JR_FrgE.S 2965.JPG,Black Rot
data\raw\apple\Apple___Black_rot\24cdceb7-e70a-4164-9cd4-72b514771abf___JR_FrgE.S 2962.JPG,Black Rot
data\raw\apple\Apple___Black_rot\5d35cca0-8f51-4cfc-945a-1bd10fd62002___JR_FrgE.S 2966.JPG,Black Rot
data\raw\apple\Apple___Black_rot\5dea1611-b335-47f7-aa30-e6856f668c80___JR_FrgE.S 2968.JPG,Black Rot
data\raw\apple\Apple___Black_rot\6b078700-56e6-4d25-a18a-b7b90741a2d3___JR_FrgE.S 2963.JPG,Black Rot
data\raw\apple\Apple___Black_rot\81c39f57-58f1-43cb-9d40-687e88b4734a___JR_FrgE.S 2960.JPG,Black Rot
data\raw\apple\Apple___Black_rot\899768af-a460-4c1d-9889-afd2536e7238___JR_FrgE.S 2957.JPG,Black Rot
data\raw\apple\Apple___Black_rot\d197373c-af39-4000-aa28-cab65fafa361___JR_FrgE.S 2959.JPG,Black Rot
data\raw\apple\Apple___Black_rot\dddffcc1-874d-4a5a-a030-14a6e2a4bf0d___JR_FrgE.S 2958.JPG,Black Rot
data\raw\apple\Apple___Black_rot\ee734326-8122-445c-adb5-9f0cb8dca9b7___JR_FrgE.S 2964.JPG,Black Rot
data\raw\apple\Apple___Black_rot\f3297583-9150-42fd-a2f4-1a9e7109e240___JR_FrgE.S 2967.JPG,Black Rot
data\raw\apple\Apple___Black_rot\29f71a36-3389-47c8-94ad-484818e677f2___JR_FrgE.S 8607.JPG,Black Rot
data\raw\apple\Apple___Black_rot\8277c9af-7689-4fc8-9fe2-66e9005c7c1d___JR_FrgE.S 8609.JPG,Black Rot
data\raw\apple\Apple___Black_rot\d361ab89-3f57-4bfc-b2af-a6c5b75055af___JR_FrgE.S 8608.JPG,Black Rot
data\raw\apple\Apple___Black_rot\d892ca1b-8b68-4087-9bb1-3ac7b861c283___JR_FrgE.S 8606.JPG,Black Rot
data\raw\apple\Apple___Black_rot\e741c2b4-3b28-4b2c-9664-cb43ba040592___JR_FrgE.S 8610.JPG,Black Rot
data\raw\apple\Apple___Black_rot\f637ba06-cf3c-423f-9d1e-c239de14393c___JR_FrgE.S 8605.JPG,Black Rot
data\raw\apple\Apple___healthy\44acd453-48a7-48db-997a-34b00a4d437a___RS_HL 7892.JPG,Healthy
